time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU23_c,AU01_c,AU02_c,AU09_c,AU15_c,AU17_c,AU20_c,AU25_c,AU26_c,AU28_c,AU45_c,Borg10_Value
0.0,1,0.0,0.9875229999999999,-1.4636559999999998,-1.0038639999999999,-0.172248,-0.42118,-2.090768,0.434246,0.43593999999999994,0.354027,0.49453100000000005,0.17337,0.47091700000000003,0.31257399999999996,0.536927,0.5440229999999999,0.513423,0.6593829999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17169349277356688
0.04,2,0.04,0.576882,-1.366451,-1.038358,0.290049,-0.38647600000000004,-1.872882,0.100703,0.444747,0.360781,0.773246,0.705705,0.335115,1.331495,0.818274,0.257633,0.352436,0.573067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17192029897814753
0.08,3,0.04,0.864719,-1.4686190000000001,-0.797161,0.491385,-0.412137,-1.577369,0.40780900000000003,0.797883,0.067349,0.059396000000000004,1.231814,0.672492,0.597809,0.88744,0.37040500000000004,0.24134099999999997,0.727572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721471051827282
0.12,4,0.04,0.591793,-1.112141,-1.293785,0.46498199999999995,-0.342159,-2.624904,-0.617938,-0.48238400000000003,0.097097,0.045582,1.03997,1.213558,0.8553360000000001,1.493567,-0.071085,-0.204544,1.000877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17237391138730887
0.16,5,0.04,1.4446709999999998,0.099422,-1.271184,1.7328139999999999,0.101626,-3.01884,-2.24329,-1.361057,0.316999,0.28674299999999997,0.733967,1.565177,1.1225889999999998,1.47879,-0.006490999999999999,-2.443035,1.218517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17260071759188952
0.2,6,0.04,1.366123,-0.333014,-1.3355219999999999,1.6399860000000002,-0.360587,-5.547915,-2.311282,-1.8342509999999999,-0.651363,-0.316614,5.295428,2.370955,1.634354,2.206375,-0.161607,-2.397102,0.713366,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17282752379647018
0.24,7,0.04,0.01484,-1.234852,-1.379537,0.20483800000000002,-0.093432,-1.071083,0.26501199999999997,0.506761,-0.067426,0.250224,0.245315,0.585105,0.297485,0.8959389999999999,0.727592,1.010832,-0.038593999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17305433000105083
0.28,8,0.04,-0.058414999999999995,-1.4267459999999998,-1.5766129999999998,-0.059667,0.025958999999999996,-0.738256,0.383603,0.326375,-0.299156,-0.095015,0.579967,0.743243,0.494572,0.755438,0.43744099999999997,0.774625,0.178074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1732811362056315
0.32,9,0.04,0.961134,-1.656625,-1.041778,-0.190662,-0.192323,-0.830434,0.795945,0.9157270000000001,-0.558399,0.46692100000000003,0.877816,0.520275,0.80778,0.276852,0.887734,0.312171,1.074611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17350794241021217
0.36,10,0.04,0.551413,-1.100294,-0.512061,-0.571127,0.055822000000000004,-0.327466,1.558022,1.837749,-0.808057,0.8626510000000001,1.727532,0.44891400000000004,1.0473430000000001,0.429709,0.107439,0.13012,0.646474,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17373474861479282
