time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,Borg10_Value
0.0,1,0.0,0.592079,0.8828590000000001,-0.16022899999999998,1.014049,1.1211659999999999,0.183618,0.434246,0.43593999999999994,0.354027,0.49453100000000005,0.17337,0.47091700000000003,0.31257399999999996,0.536927,0.5440229999999999,0.513423,0.6593829999999999,-0.1614804274969447
0.04,2,0.04,0.575804,0.9857299999999999,-0.074399,1.0140850000000001,1.204928,0.194424,0.675018,0.554076,0.35781,0.48393100000000006,0.249439,0.5191479999999999,0.363622,0.144035,0.9006049999999999,0.43204899999999996,0.941968,-0.16108111524128685
0.08,3,0.04,0.596371,1.0022309999999999,-0.149865,0.9924719999999999,1.197569,0.136995,0.448546,0.238887,0.256386,0.4736,0.159275,0.821061,0.394216,0.43526899999999996,0.875141,0.501305,0.8200459999999999,-0.16068180298562904
0.12,4,0.04,0.582708,0.9926969999999999,-0.16459100000000002,0.9839540000000001,1.226316,0.1862,0.402846,0.33626999999999996,0.210916,0.490491,0.163713,0.870986,0.448075,0.437205,0.886498,0.48650299999999996,0.799203,-0.1602824907299712
0.16,5,0.04,0.692551,0.8286100000000001,0.072063,0.8476940000000001,1.319931,0.047707,0.297881,-0.223005,0.039763,0.489246,0.775976,0.19651,0.059661,0.42547799999999997,0.483195,1.136707,-0.358649,-0.15988317847431338
0.2,6,0.04,0.186846,0.547999,-2.8999999999999997e-05,0.42965699999999996,1.323648,-0.45796000000000003,0.269975,-0.655997,0.831799,0.536516,0.31188499999999997,-0.18493800000000002,0.09992100000000001,0.394625,0.721985,0.9258649999999999,-0.391836,-0.15948386621865554
0.24,7,0.04,0.359106,0.176208,-0.030498,0.33371999999999996,1.070674,-0.725619,0.439834,-0.451259,1.4078979999999999,0.332942,0.484829,0.381834,0.003959000000000001,0.650766,1.207465,0.275152,-0.431909,-0.15908455396299773
0.28,8,0.04,0.387527,0.23028200000000001,0.14936,0.247714,0.984567,-0.677082,0.000554,-0.356476,0.802046,0.5098520000000001,0.627318,0.44883500000000004,-0.43404799999999993,0.81603,0.896708,0.846878,-0.753369,-0.15868524170733989
0.32,9,0.04,0.321308,0.130175,0.074683,-0.835593,0.609333,-1.40631,0.31498200000000004,-0.082372,1.7450830000000002,0.584112,0.095485,0.5778760000000001,0.254866,1.259159,0.370307,0.5272060000000001,-1.037767,-0.15828592945168204
0.36,10,0.04,0.301127,0.043615,-0.45382,-0.785392,0.662483,-1.8495840000000001,0.07660499999999999,-0.297967,1.797536,0.802833,0.430716,0.796575,0.11485799999999999,1.390854,0.270969,0.316473,-1.1061729999999999,-0.15788661719602423
0.4,11,0.04,0.226367,0.09084,-1.022924,-0.718182,0.555271,-1.774716,0.309172,-0.17857,1.612256,0.481393,0.6531819999999999,1.217344,-0.012813,1.486426,0.418365,0.057088,-0.9564360000000001,-0.1574873049403664
0.44,12,0.04,0.33663899999999997,0.060740999999999996,-0.529429,-0.944916,0.542312,-1.93271,0.18554500000000002,-0.07710499999999999,1.749411,0.7077100000000001,0.045986,1.133905,-0.150186,1.301663,-0.017329,0.228816,-0.968409,-0.15708799268470858
0.48,13,0.04,0.44304,0.264339,-1.0186309999999998,-0.543421,0.33912,-1.7291299999999998,0.123492,-0.211459,1.1883219999999999,0.944858,0.510985,1.131538,0.028775,1.299898,-0.428863,0.10759400000000001,-0.806124,-0.15668868042905074
0.52,14,0.04,0.181501,0.035486000000000004,-0.23186199999999998,-0.804937,0.24584499999999998,-1.4464709999999998,0.28879,0.254592,1.2195610000000001,0.764193,0.49358199999999997,0.851874,0.091874,1.484842,-0.47531,0.252393,-0.825491,-0.15628936817339292
0.56,15,0.04,0.350475,0.149825,-0.812645,-0.792437,0.24979,-1.50348,0.599155,0.094836,1.423757,0.603851,0.16253399999999998,1.200201,0.302588,1.273596,-0.507842,0.125871,-0.439805,-0.15589005591773508
0.6,16,0.04,0.44054399999999994,0.302727,-1.295115,-0.614108,0.21940199999999999,-0.663652,0.323974,0.663488,0.9166719999999999,0.653786,0.210907,1.2398639999999999,0.436544,1.1990040000000002,-0.737375,0.219297,-0.6446430000000001,-0.15549074366207727
0.64,17,0.04,0.060848,0.400456,-1.187848,-1.0101069999999999,0.274411,-0.955974,0.262852,0.8320799999999999,0.356107,0.46264099999999997,0.378985,1.496103,0.615356,1.634304,-0.5586260000000001,0.14263599999999999,-1.026638,-0.15509143140641943
0.68,18,0.04,0.10779100000000001,0.377311,-1.318308,-0.635727,0.107406,-1.292635,0.599992,1.056845,1.418097,0.337921,0.188182,2.04567,0.892133,1.9467889999999999,-0.285077,0.195626,-0.8539110000000001,-0.1546921191507616
