time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU23_c,AU01_c,AU02_c,AU09_c,AU15_c,AU17_c,AU20_c,AU25_c,AU26_c,AU28_c,AU45_c,Borg10_Value
0.0,1,0.0,0.81206,0.09389,0.333027,0.439596,-0.043697,0.350252,2.4221369999999998,2.12375,3.556575,1.018472,0.59572,2.075543,-0.6105109999999999,1.825189,1.18296,1.895616,-0.886582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.22598985700753427
0.04,2,0.04,0.539402,-0.00563,1.20228,0.5142180000000001,-0.136188,0.508933,2.769146,2.569962,3.3622739999999998,0.844925,0.7263970000000001,2.201023,0.282835,1.959473,1.242825,1.669303,-1.451125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.22572767876092337
0.08,3,0.04,0.627875,0.440961,1.297662,0.49413100000000004,-0.11511199999999999,0.26045799999999997,2.974543,2.1877310000000003,3.44127,0.43578999999999996,0.807325,2.726921,-0.8828020000000001,2.014397,1.057936,2.575137,-1.197697,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.22546550051431244
0.12,4,0.04,0.257527,0.223045,0.105947,0.037079,-0.33524699999999996,0.638169,3.4877839999999996,2.398127,2.655995,-0.260219,1.9863110000000002,2.057631,0.006017,2.553301,2.277676,3.214803,-0.07083099999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.22520332226770154
0.16,5,0.04,0.29414,0.423903,-0.49197700000000005,-0.023665000000000002,0.09274099999999999,1.25416,3.727664,2.5418220000000002,2.750074,-0.358634,0.908372,2.498685,-0.42930100000000004,2.255822,2.271486,3.4157379999999997,0.049783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.22494114402109064
0.2,6,0.04,0.403955,0.266007,-0.43160299999999996,-0.044795,0.20809,1.249606,3.7246949999999996,2.520179,2.410407,-0.350848,1.731791,2.765828,-0.11730499999999999,2.6888330000000003,2.039653,3.295544,-0.203071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2246789657744797
0.24,7,0.04,0.506296,0.605248,-1.509887,-0.01547,0.001714,1.11427,3.4897139999999998,3.009848,2.3217380000000003,0.088673,0.529122,2.444098,-0.171189,2.411969,2.051207,2.603573,-0.102021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2244167875278688
0.28,8,0.04,0.5418569999999999,0.364508,-1.3212549999999998,0.14949500000000002,0.013465000000000001,0.916336,3.8072489999999997,2.662142,2.144625,-0.22966599999999998,0.8154779999999999,2.298896,0.392368,2.341387,1.8578290000000002,3.63999,-0.515204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.22415460928125788
0.32,9,0.04,1.2845799999999998,-0.15428,-0.097991,-0.09197899999999999,-0.178243,0.7312960000000001,2.857169,2.449975,3.2893830000000004,-0.150201,-1.24704,0.9186059999999999,0.31054699999999996,1.9762119999999999,3.0427400000000002,4.422214,0.632476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.22389243103464698
0.36,10,0.04,0.394221,0.169737,0.408491,0.047813999999999995,-0.1848,0.338208,2.625326,1.709168,3.200945,0.531752,1.2982639999999999,2.375286,0.163678,2.075367,1.032102,1.89565,-1.142556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.22363025278803608
