time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,Borg10_Value
0.0,1,0.0,0.887609,-0.20153,-0.597134,0.9200299999999999,0.750844,-1.177959,0.43095,0.606803,2.212198,0.482313,-0.652972,0.8948809999999999,-0.740224,1.805561,-0.291481,0.263579,-1.514783,0.08905762048007654
0.04,2,0.04,0.521505,-0.250895,-1.224449,1.3269360000000001,1.045783,0.20548400000000003,0.9602729999999999,0.313916,0.797824,0.397924,0.8063560000000001,0.397917,-0.212675,2.405464,0.252768,2.0056279999999997,-0.38257800000000003,0.08919491747596789
0.08,3,0.04,0.607468,-0.371611,-1.920809,1.5781020000000001,1.213386,0.716966,0.815503,0.172401,0.8687440000000001,0.545271,-0.072461,0.19931300000000002,-0.099726,1.8037,-0.18898900000000002,1.7085099999999998,0.598831,0.08933221447185925
0.12,4,0.04,0.46416499999999994,-0.489296,-1.7686099999999998,1.188877,1.324514,0.401607,0.9798690000000001,0.207225,1.6396990000000002,0.242281,-0.372594,0.6027520000000001,-0.5012340000000001,1.962604,0.182883,1.840585,-0.6779689999999999,0.0894695114677506
0.16,5,0.04,0.137434,-0.35126,-2.3102970000000003,1.432444,1.28169,0.8602299999999999,0.9876459999999999,0.488882,1.956598,0.592698,-0.21454099999999998,0.297469,-0.163189,1.8704470000000002,0.780702,1.7822639999999998,-0.452351,0.08960680846364197
0.2,6,0.04,0.205418,-0.35123499999999996,-1.256184,1.691618,1.225174,0.6381140000000001,0.8936860000000001,0.773928,2.054625,0.571258,-0.004182,0.562685,-0.674323,2.025059,0.157978,1.9427849999999998,-0.6142449999999999,0.08974410545953332
0.24,7,0.04,-0.044433999999999994,-0.27131,-1.613834,1.5358690000000002,1.1731850000000001,0.7542220000000001,0.82321,0.55898,1.873356,0.53656,-0.059139,0.43065699999999996,-0.793974,2.03482,0.291503,1.8234099999999998,-0.787597,0.08988140245542468
0.28,8,0.04,0.634486,-0.536203,-1.7019630000000001,1.030528,0.968792,0.47430500000000003,0.653975,0.806203,2.197083,0.391457,-0.123703,0.373153,-0.762356,1.806037,0.308448,1.99235,-0.610483,0.09001869945131603
0.32,9,0.04,0.500007,-0.39663400000000004,-1.6745130000000001,1.110364,0.9951200000000001,0.37078,0.55509,0.687906,2.1530080000000003,0.534346,-0.032678,0.452016,-0.6074930000000001,1.871584,0.10458800000000001,2.011591,-0.504951,0.0901559964472074
0.36,10,0.04,0.078794,-0.370381,-1.052425,0.745369,1.042756,0.884259,0.5607260000000001,0.765486,2.1137240000000004,0.410922,0.161363,0.671018,-0.170532,2.249222,0.118451,2.079006,-0.313313,0.09029329344309875
0.4,11,0.04,-0.018356,-0.225248,-1.384306,0.75376,0.8573860000000001,1.011132,0.522333,0.883376,2.273718,0.7954399999999999,-0.084737,0.7121529999999999,-0.716491,1.783398,0.274133,2.995192,-0.621594,0.0904305904389901
0.44,12,0.04,-0.276116,-0.46770900000000004,-1.6518220000000001,0.968367,0.999115,0.298451,0.48275100000000004,0.82576,1.963423,0.471107,-0.696605,0.903017,-0.05531799999999999,2.05565,0.8517870000000001,2.645836,-0.415504,0.09056788743488146
0.48,13,0.04,-0.073917,-0.46290600000000004,-1.919246,0.802673,0.834353,-0.319772,0.631309,0.60815,1.8729740000000001,0.19614700000000002,-0.030554,0.843924,0.534597,1.935318,0.509393,3.209448,-0.354285,0.09070518443077281
0.52,14,0.04,0.026692,-0.45766599999999996,-1.8642869999999998,1.047116,0.634969,0.154032,0.8228629999999999,0.856684,1.6602860000000002,0.40423400000000004,-0.364141,1.0423209999999998,0.163681,2.136225,0.924551,2.51755,-0.815707,0.09084248142666418
0.56,15,0.04,0.30864,-0.221088,-2.318661,1.388326,0.948378,0.536045,0.608208,0.7274010000000001,1.355526,0.347524,0.312548,1.495226,0.060693,2.164828,1.04106,2.424918,-0.765242,0.09097977842255553
0.6,16,0.04,0.121985,-0.10541700000000001,-1.470568,0.9880909999999999,1.143469,0.011999,0.683186,0.543251,1.845998,-0.113855,0.475112,1.183678,-0.00502,2.196275,0.8218719999999999,2.910895,-0.910745,0.0911170754184469
0.64,17,0.04,0.005759,-0.212837,-1.9661939999999998,1.498753,0.790764,0.18868900000000002,0.590575,0.441694,1.512672,0.088388,0.320077,0.882285,0.358308,2.0726419999999997,0.991986,3.110267,-0.77396,0.09125437241433824
0.68,18,0.04,0.005693999999999999,-0.21482300000000001,-2.516032,0.6237229999999999,0.740983,0.159658,0.5207970000000001,0.469533,1.8231560000000002,-0.09942000000000001,-0.300182,0.870617,0.023475,2.113757,0.669371,3.422428,-0.933485,0.09139166941022961
0.72,19,0.04,-0.015375999999999999,-0.27234,-1.362254,0.8682219999999999,0.803847,0.177173,0.665852,-0.168978,1.1449280000000002,0.241285,0.063988,1.136783,0.784723,2.082884,1.3680729999999999,1.8987319999999999,-0.900277,0.09152896640612096
0.76,20,0.04,0.187834,-0.29384499999999997,-1.9446439999999998,1.1449280000000002,0.721963,0.40181300000000003,0.677272,0.650507,1.355793,0.100461,0.577986,0.80103,0.41961899999999996,2.047371,1.096298,2.474181,-0.363602,0.09166626340201231
0.8,21,0.04,-0.020996,-0.24663200000000002,-1.636533,0.955858,0.987376,0.5102479999999999,0.8683040000000001,0.8605309999999999,1.766171,-0.035705,0.37367399999999995,0.7703409999999999,-0.07930599999999999,2.195961,1.8158580000000002,2.786188,-0.523532,0.09180356039790367
0.84,22,0.04,0.1088,-0.32261799999999996,-2.029675,1.313723,0.739109,0.47458500000000003,0.819889,0.753249,1.3353389999999998,-0.026907999999999998,0.258324,0.665509,0.37111500000000003,2.182243,1.4778120000000001,3.008734,-1.1100450000000002,0.09194085739379503
