time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,Borg10_Value
0.0,1,0.0,0.22769099999999998,-1.254684,-1.627047,-1.465109,-0.853085,-1.526267,0.866044,0.567513,-0.333162,1.1248719999999999,1.180655,-0.070201,0.5148520000000001,0.383623,1.0533489999999999,-0.525868,0.957241,-0.22124920535638465
0.04,2,0.04,0.36748400000000003,-1.312928,-1.672045,-1.3417629999999998,-0.952982,-1.4834,1.116845,0.638945,-0.39108000000000004,1.178596,1.1876440000000001,-0.037133,0.610816,0.285012,1.175748,-0.069501,0.929736,-0.22091331917875376
0.08,3,0.04,-0.002779,-1.4711450000000001,-1.7825419999999998,-1.551974,-0.923285,-1.628308,0.711763,0.273175,-0.651105,1.106067,1.383361,0.196243,0.562526,0.190521,0.744923,-0.313603,0.672311,-0.22057743300112284
0.12,4,0.04,0.093668,-1.389734,-1.631039,-1.351083,-0.917957,-1.104963,0.42854799999999993,0.464109,-0.900307,1.178675,1.2100360000000001,0.264865,0.482163,0.49946599999999997,1.028659,0.24421199999999998,1.039564,-0.22024154682349195
0.16,5,0.04,0.07371,-1.282361,-1.0993879999999998,-1.013193,-0.9433360000000001,-1.242586,0.528167,0.601105,-0.6094430000000001,1.2106729999999999,1.5795569999999999,0.067259,0.976462,0.509965,1.017176,-0.267493,1.305717,-0.21990566064586106
0.2,6,0.04,0.033583999999999996,-1.284124,-1.20831,-0.982067,-0.963684,-1.309719,0.548651,0.817401,-0.8813540000000001,1.101401,1.7364400000000002,0.046801999999999996,0.905468,0.483863,1.282435,-0.399362,1.338263,-0.21956977446823014
0.24,7,0.04,-0.198352,-1.467981,-2.107689,-1.307226,-0.816461,-1.240113,0.66494,0.73332,-0.6105729999999999,0.993484,1.463306,-0.025851,0.25566300000000003,0.43573599999999996,1.034342,-0.268565,0.981237,-0.21923388829059925
0.28,8,0.04,-0.036631,-1.550507,-2.263512,-1.439915,-0.8965770000000001,-1.348449,0.634143,0.71322,-0.426659,0.998928,1.183288,0.030787000000000002,0.32233,0.412079,1.019247,-0.185561,1.256585,-0.21889800211296837
0.32,9,0.04,-0.023684,-1.523941,-2.209936,-1.38283,-0.9310229999999999,-1.351236,0.652474,0.620596,-0.44901499999999994,1.0568309999999999,1.133867,0.09311900000000001,0.5053529999999999,0.43001999999999996,1.076755,-0.17231300000000002,1.236858,-0.21856211593533745
0.36,10,0.04,-0.104734,-1.433109,-1.10453,-1.402686,-0.9009790000000001,-1.560051,0.49056400000000006,0.492476,-0.652891,1.0811790000000001,1.019406,-0.170751,0.436849,0.29291,1.03864,-0.415728,1.177398,-0.21822622975770656
0.4,11,0.04,-0.027233999999999998,-1.423406,-1.6097700000000001,-1.3113489999999999,-0.926881,-1.5268680000000001,0.6787569999999999,0.40195,-0.652909,0.8920239999999999,1.185624,-0.003106,0.9042399999999999,0.368273,0.9405479999999999,-0.5106689999999999,0.664049,-0.21789034358007567
0.44,12,0.04,0.037747,-1.378208,-1.489541,-1.347474,-0.9449719999999999,-1.575893,0.615341,0.407577,-0.5698310000000001,0.9056780000000001,1.29606,-0.046708,0.805806,0.365425,0.959233,-0.439486,0.620467,-0.21755445740244475
