time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU23_c,AU01_c,AU02_c,AU09_c,AU15_c,AU17_c,AU20_c,AU25_c,AU26_c,AU28_c,AU45_c,Borg10_Value
0.0,1,0.0,0.120898,-0.8293459999999999,-1.311508,-0.14468699999999998,-0.317213,-0.467776,1.018091,0.58122,0.113581,0.711773,0.19678900000000002,0.404623,0.726087,0.398981,0.7088220000000001,0.304291,0.7491760000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17004002478536367
0.04,2,0.04,-0.24118499999999998,-0.8328690000000001,-1.770823,-0.429062,-0.189331,-0.258048,0.8341,0.982467,-0.407073,0.727892,-0.141898,0.297954,0.346603,0.28087399999999996,0.826559,0.534292,0.625492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17022486367111547
0.08,3,0.04,-0.11166400000000001,-0.83794,-1.306661,-0.171744,-0.120501,-0.193619,1.056807,1.2286059999999999,-0.151928,0.789666,-0.11292100000000001,0.44334700000000005,0.394281,0.356599,0.694106,0.569954,0.386141,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17040970255686727
0.12,4,0.04,-0.338452,-0.807294,-1.61646,-0.236634,-0.093373,-0.285637,0.8324879999999999,1.0123030000000002,0.063333,0.714206,-0.069234,0.425259,0.41556000000000004,0.519051,0.896993,0.35299899999999995,0.7465609999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17059454144261907
0.16,5,0.04,-0.324302,-0.854377,-1.794977,-0.284894,-0.128884,-0.33825,0.8368030000000001,1.066382,-0.34436300000000003,0.601841,0.135381,0.581324,0.407174,0.385592,0.718217,0.513847,0.788509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17077938032837087
0.2,6,0.04,-0.195643,-0.8238989999999999,-1.622354,-0.22054400000000002,-0.164519,-0.037199,0.78889,0.573626,0.1908,0.582059,0.25401799999999997,0.46076000000000006,0.527382,0.44781899999999997,0.802249,0.158695,0.5745439999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17096421921412266
0.24,7,0.04,-0.195367,-0.8549190000000001,-1.8067220000000002,-0.342067,-0.144963,-0.31552800000000003,0.921325,1.01026,0.028935000000000002,0.612895,0.38307199999999997,0.403586,0.421238,0.370925,0.879807,0.21415900000000002,0.435525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17114905809987446
0.28,8,0.04,-0.202051,-0.915551,-1.8766450000000001,-0.276131,-0.18399100000000002,-0.334382,0.9835809999999999,0.5640850000000001,-0.10186100000000001,0.663741,0.169604,0.569249,0.672848,0.4646,0.560851,0.10296199999999998,0.588522,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17133389698562626
0.32,9,0.04,-0.156228,-0.8812450000000001,-1.789404,-0.319218,-0.217115,-0.450833,0.7869689999999999,0.533473,-0.255655,0.6243569999999999,0.19905899999999999,0.510783,0.646305,0.519997,0.6881189999999999,0.070094,0.5658310000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17151873587137806
0.36,10,0.04,-0.215135,-1.020556,-1.7718909999999999,-0.255334,-0.173206,-0.072643,0.827996,1.0386469999999999,-0.167206,0.66872,0.282248,0.567064,0.694615,0.605224,0.9054129999999999,0.44496899999999995,0.6009800000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17170357475712986
0.4,11,0.04,-0.158574,-0.978281,-2.227818,-0.395392,-0.089763,0.08811000000000001,0.850282,0.815242,-0.190423,0.6950149999999999,-0.084865,0.23816500000000002,0.9260809999999999,0.404897,0.7566390000000001,0.263946,0.468319,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17188841364288165
0.44,12,0.04,-0.219338,-0.816174,-1.860208,-0.37453800000000004,-0.10859300000000001,0.005751,0.6104510000000001,0.632842,-0.46874,0.5237149999999999,0.241446,0.65868,0.49369399999999997,0.5077,1.0284959999999999,0.291125,0.615067,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17207325252863345
0.48,13,0.04,-0.407412,-0.9439,-2.297314,-0.403194,-0.127301,-0.08819,0.6025689999999999,0.399484,0.18193299999999998,0.482167,-0.385232,0.349597,0.698892,0.434804,0.79443,0.262331,0.72855,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17225809141438525
