time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,Borg10_Value
0.0,1,0.0,0.222714,-0.48650299999999996,0.043429,-1.508887,-0.754142,-1.0138479999999999,0.434246,0.43593999999999994,0.354027,0.49453100000000005,0.17337,0.47091700000000003,0.31257399999999996,0.536927,0.5440229999999999,0.513423,0.6593829999999999,-0.13682888949274663
0.04,2,0.04,0.13195199999999999,-0.511627,-0.13008699999999998,-1.628293,-0.799334,-0.993232,0.35328200000000004,0.378734,-0.5666399999999999,0.548238,0.399333,0.39663000000000004,0.6178100000000001,0.45699799999999996,1.2448700000000001,1.085903,0.898242,-0.13654750958975856
0.08,3,0.04,0.383103,-0.7976479999999999,0.3211,-1.2933,-0.810559,-1.161082,0.5636909999999999,0.46553599999999995,0.207941,0.5148560000000001,0.332965,0.9351200000000001,0.887656,0.665225,1.158698,0.8125,0.25104499999999996,-0.13626612968677052
0.12,4,0.04,0.176977,-0.8795200000000001,-0.551399,-1.3847770000000001,-0.802994,-1.231965,0.382784,0.60642,0.175316,0.42892299999999994,0.313998,0.759051,0.677611,0.737425,0.644622,0.721867,0.298148,-0.13598474978378244
0.16,5,0.04,0.5430229999999999,-0.6913189999999999,0.44554399999999994,-1.259309,-0.676503,-1.176743,0.47572,0.647805,0.137022,0.5189050000000001,0.42111400000000004,0.593903,0.057424,0.654848,0.407973,1.002465,0.5033890000000001,-0.13570336988079437
0.2,6,0.04,0.781135,-0.697477,0.5185029999999999,-1.476694,-0.957981,-0.527378,0.713915,0.8392,0.6310640000000001,0.42989099999999997,0.12159,0.382069,0.599725,0.54137,0.717861,0.794587,0.839096,-0.1354219899778063
0.24,7,0.04,0.382304,-0.663313,0.001121,-1.194234,-0.793971,-1.168072,0.348713,0.752358,0.611456,0.599653,0.5389229999999999,0.629836,0.624627,0.6057739999999999,0.764417,0.817127,0.549992,-0.13514061007481826
0.28,8,0.04,0.349593,-0.684124,0.016256,-1.145537,-0.778308,-1.0223659999999999,0.31608400000000003,0.497354,0.354338,0.480976,0.508402,0.905422,0.524748,0.652428,0.9287200000000001,0.705545,0.556294,-0.13485923017183019
0.32,9,0.04,0.314683,-0.735472,-0.528337,-1.6941580000000003,-0.849924,-1.372134,0.27332199999999995,0.40629899999999997,0.5612060000000001,0.39716799999999997,0.204747,0.454608,0.21627399999999997,0.566908,0.760483,0.570131,0.89269,-0.13457785026884211
0.36,10,0.04,0.359827,-0.8192510000000001,-0.390875,-1.498052,-0.7949069999999999,-1.308926,0.272064,0.8442559999999999,0.479261,0.481436,0.220329,0.5833109999999999,0.02264,0.49588000000000004,0.567075,0.47429399999999994,1.184983,-0.13429647036585404
