time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,Borg10_Value
0.0,1,0.0,-0.191057,-0.07375,0.170557,-0.846548,-0.760736,-0.635466,0.178313,1.114047,1.1370879999999999,0.83106,-0.14863099999999999,1.155354,0.778457,0.911065,0.36911700000000003,1.845171,2.440181,-0.10165598083153403
0.04,2,0.04,0.155987,-0.244112,0.7255229999999999,-0.297769,-0.6666449999999999,-0.606967,0.34056,1.300635,-0.15307300000000001,0.470743,0.037307,1.002178,0.8951549999999999,1.050953,0.190442,1.190445,0.971151,-0.10154708392250594
0.08,3,0.04,-0.07674700000000001,-0.42968599999999996,0.020533000000000003,-0.27973899999999996,-0.6331,-0.7498630000000001,0.22226100000000001,1.66061,0.172956,0.373652,-0.29784499999999997,0.999408,0.818087,1.370826,0.285376,1.3459299999999998,0.941902,-0.10143818701347786
0.12,4,0.04,-0.137787,-0.392741,0.5727979999999999,-0.23268699999999998,-0.486292,-0.794153,-0.047741000000000006,1.184472,0.262283,0.262581,-0.199914,0.967194,0.6650659999999999,1.402364,-0.066585,0.9495129999999999,0.940624,-0.10132929010444978
0.16,5,0.04,0.283699,-0.315579,0.387788,-0.6293380000000001,-0.5727439999999999,-0.999341,-0.086239,1.166402,0.8373360000000001,0.297122,0.406331,0.9881989999999999,0.478941,1.231093,-0.167631,1.060302,1.307851,-0.1012203931954217
0.2,6,0.04,0.208155,-0.39732399999999995,0.6070479999999999,-0.41915,-0.550033,-0.845928,-0.101911,1.40239,0.696725,0.271987,0.140406,0.912552,0.747634,1.394403,-0.222636,0.9651209999999999,1.181054,-0.10111149628639361
0.24,7,0.04,0.23433400000000001,-0.381142,0.420803,-0.32272399999999996,-0.5064960000000001,-0.806148,-0.24379,1.316877,0.679222,0.40320900000000004,0.40452,0.890711,0.7744439999999999,1.059725,-0.010961,1.034514,1.1723139999999999,-0.10100259937736553
0.28,8,0.04,0.12338900000000001,-0.388179,0.506418,-0.353325,-0.561385,-0.757207,-0.081052,1.461013,0.475204,0.25043899999999997,0.323652,1.0091780000000001,0.862295,1.361192,0.18645899999999999,1.071046,0.77562,-0.10089370246833744
0.32,9,0.04,0.332901,-0.24960100000000002,0.582738,-0.32444,-0.568156,-0.543741,-0.081032,1.396736,0.304989,0.400675,0.327944,1.272367,0.269784,0.946274,0.134991,1.332552,0.7952819999999999,-0.10078480555930937
0.36,10,0.04,0.182002,-0.37199,0.49639799999999995,-0.44931499999999996,-0.496208,-0.700742,-0.176182,1.199966,0.444858,0.14903,0.177509,0.704166,0.793045,1.390172,-0.208062,0.8766209999999999,0.988216,-0.10067590865028128
0.4,11,0.04,0.267837,-0.29654,0.8970739999999999,-0.27193,-0.634263,-0.7039270000000001,-0.19833,1.4415360000000002,0.09625,0.350223,0.194462,1.174739,0.232384,0.9875520000000001,-0.072503,1.376098,1.26129,-0.1005670117412532
0.44,12,0.04,0.063877,-0.26365700000000003,0.629106,-0.373661,-0.395296,-0.729589,-0.150903,1.361074,0.258621,0.357549,0.570299,1.216337,0.504641,1.022249,-0.082483,0.910482,1.032966,-0.10045811483222511
0.48,13,0.04,-0.071681,-0.518601,0.421911,-0.274931,-0.332404,-0.9372780000000001,-0.109367,1.022622,0.35991799999999996,0.213552,-0.021102000000000003,0.933665,0.9315049999999999,1.3230950000000001,-0.12393399999999999,1.066616,0.65278,-0.10034921792319702
0.52,14,0.04,0.08656699999999999,-0.318952,0.193544,-0.14737999999999998,-0.35633400000000004,-0.507494,0.090215,1.3198290000000001,0.36394299999999996,0.280175,0.351587,0.802926,0.748164,0.9545450000000001,0.21969899999999998,1.200437,1.332984,-0.10024032101416895
