time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU23_c,AU01_c,AU02_c,AU09_c,AU15_c,AU17_c,AU20_c,AU25_c,AU26_c,AU28_c,AU45_c,Borg10_Value
0.0,1,0.0,-0.191057,-0.07375,0.170557,-0.846548,-0.760736,-0.635466,0.434246,0.43593999999999994,0.354027,0.49453100000000005,0.17337,0.47091700000000003,0.31257399999999996,0.536927,0.5440229999999999,0.513423,0.6593829999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10165598083153403
0.04,2,0.04,0.155987,-0.244112,0.7255229999999999,-0.297769,-0.6666449999999999,-0.606967,0.596493,0.622528,-0.936134,0.134213,0.359308,0.317741,0.42927200000000004,0.676814,0.365348,-0.14130299999999998,-0.809647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10154708392250594
0.08,3,0.04,-0.07674700000000001,-0.42968599999999996,0.020533000000000003,-0.27973899999999996,-0.6331,-0.7498630000000001,0.287682,0.700448,-0.13153199999999998,0.15396400000000002,-0.293551,0.432329,0.261782,0.852405,0.498425,0.25095,-0.623106,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10143818701347786
0.12,4,0.04,-0.137787,-0.392741,0.5727979999999999,-0.23268699999999998,-0.486292,-0.794153,0.017681,0.22430999999999998,-0.042206,0.042893,-0.19562000000000002,0.40011599999999997,0.10876,0.883942,0.146463,-0.145467,-0.624384,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10132929010444978
0.16,5,0.04,0.283699,-0.315579,0.387788,-0.6293380000000001,-0.5727439999999999,-0.999341,0.302399,0.28584699999999996,0.43978999999999996,0.355277,0.535981,0.518988,0.133185,0.544836,0.23529299999999997,0.21247800000000003,0.442,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1012203931954217
0.2,6,0.04,0.208155,-0.39732399999999995,0.6070479999999999,-0.41915,-0.550033,-0.845928,0.286727,0.521834,0.29918,0.330142,0.270056,0.443341,0.401878,0.708146,0.180287,0.117296,0.315202,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10111149628639361
0.24,7,0.04,0.23433400000000001,-0.381142,0.420803,-0.32272399999999996,-0.5064960000000001,-0.806148,0.231596,0.476837,0.419922,0.46926899999999994,0.31053800000000004,0.431895,0.368938,0.519396,0.36578299999999997,0.222925,0.348247,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10100259937736553
0.28,8,0.04,0.12338900000000001,-0.388179,0.506418,-0.353325,-0.561385,-0.757207,0.394334,0.620973,0.21590399999999998,0.316499,0.22966999999999999,0.550362,0.45678900000000006,0.8208629999999999,0.563204,0.259457,-0.048447000000000004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10089370246833744
0.32,9,0.04,0.332901,-0.24960100000000002,0.582738,-0.32444,-0.568156,-0.543741,0.373676,0.449538,0.132721,0.450499,0.312407,0.711337,0.09764500000000001,0.370138,0.662191,0.540093,0.223915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10078480555930937
0.36,10,0.04,0.182002,-0.37199,0.49639799999999995,-0.44931499999999996,-0.496208,-0.700742,0.278527,0.252769,0.27259099999999997,0.198854,0.161972,0.14313499999999998,0.620907,0.814036,0.31913800000000003,0.084162,0.41684899999999997,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10067590865028128
0.4,11,0.04,0.267837,-0.29654,0.8970739999999999,-0.27193,-0.634263,-0.7039270000000001,0.331768,0.57631,-0.027499000000000003,0.394816,0.055838,0.6268630000000001,0.083728,0.452715,0.6057319999999999,0.594266,0.5398430000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1005670117412532
