time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,Borg10_Value
0.0,1,0.0,0.015355,2.166914,0.9351280000000001,1.5526520000000001,2.023762,0.609237,0.434246,0.43593999999999994,0.354027,0.49453100000000005,0.17337,0.47091700000000003,0.31257399999999996,0.536927,0.5440229999999999,0.513423,0.6593829999999999,0.11637763313791766
0.04,2,0.04,0.63366,2.0745869999999997,2.648396,3.045513,1.536469,1.193373,0.978101,0.770435,0.511137,0.105795,0.801507,1.684882,1.554946,0.541086,0.383797,0.146543,1.0657590000000001,0.11660560871288113
0.08,3,0.04,0.13226300000000002,1.985126,1.644912,3.778976,1.623632,0.8874540000000001,0.8418959999999999,0.425343,0.67245,-0.140707,1.1875930000000001,1.49605,1.714205,0.426568,1.221808,-0.671987,0.9244610000000001,0.1168335842878446
0.12,4,0.04,0.58913,1.925081,2.348963,3.5493589999999995,1.338276,1.3854790000000001,1.028016,0.471472,0.755993,-0.375138,1.844153,2.140931,1.744732,0.46742,1.197285,0.10476300000000001,0.612406,0.11706155986280807
0.16,5,0.04,0.332415,1.90615,1.6580970000000002,3.554939,1.49774,1.3034649999999999,0.777551,0.429666,0.184335,0.17490899999999998,0.594741,1.524651,0.641534,0.667666,0.468628,0.341667,0.168416,0.11728953543777154
0.2,6,0.04,0.631414,1.838893,1.726158,3.635533,1.560647,1.467717,0.757223,0.561086,0.185779,0.5193,0.37813800000000003,1.323334,0.639366,0.5274340000000001,0.033993,1.08689,0.532866,0.117517511012735
0.24,7,0.04,0.294209,1.9129490000000002,1.8387799999999999,3.760241,1.515113,0.70381,0.361325,0.381267,0.358417,0.204733,0.577518,1.6890319999999999,1.27096,0.343563,0.598762,1.016318,0.5616979999999999,0.11774548658769847
0.28,8,0.04,0.29880999999999996,1.990098,1.3022049999999998,4.244385,1.547996,0.5042439999999999,0.671409,0.547798,0.384644,0.128572,1.332347,0.9549200000000001,1.5081930000000001,0.650751,1.043296,0.503941,0.479191,0.11797346216266194
0.32,9,0.04,0.31143699999999996,1.9877779999999998,1.708346,4.472923000000001,1.620667,0.229975,0.509412,0.350662,0.651162,-0.036286,1.64742,1.355803,0.873551,0.397296,1.487139,1.096147,0.9137059999999999,0.11820143773762541
0.36,10,0.04,0.128218,1.925239,2.026048,3.3645940000000003,1.6574849999999999,0.45260200000000006,0.667514,1.300463,0.49661000000000005,0.42411800000000005,0.7488630000000001,0.6480779999999999,0.41785500000000003,0.483548,0.8781540000000001,0.15516300000000002,0.777704,0.11842941331258888
0.4,11,0.04,0.36835999999999997,1.8788599999999998,1.6922080000000002,4.150226,1.482745,-0.050559,0.653879,0.712611,0.365802,-0.20337,1.7129889999999999,1.120679,1.09336,0.203713,1.321688,0.162623,0.838831,0.11865738888755235
